,Title,Price,Duration,Description,Tag,Subtag,Image link
233,Prem Ratan Dhan Payo (PG),$9.00,171 minutes,"Prem ‘Dilwala’ is a happy go lucky man who does ‘Ramleelas’ (stage plays based on Lord Rama) in Ayodhya, India…He knows all the Shlokas by heart and the purity of the scriptures resonates in all his pranks and fun. All that he earns, he donates to a charitable fund which is run by Princess Maithili. He is enchanted by the simplicity of her nature, her leading a normal life and yet being brave enough to save people in the middle of floods. He sets out to meet her. The film is all about him meeting her and the purity of the bond that they share.",Movies,Family/ Love,https://www.gv.com.sg/media/imagesresize/img4521.jpg
234,Bajirao Mastani (PG13: Some Violence ),$9.00,158 minutes,"In 16th century India, an undefeated warrior, Bajirao Ballal was bestowed with the title of Peshwa, or Prime Minister, by the Hindu Maratha King Shahu. He became the greatest weapon of the Maratha Empire, which he expanded through non-stop war campaigns 8 months of the year.  ",Movies,Drama,https://www.gv.com.sg/media/imagesresize/img4522a.jpg
235,Inji Iduppazhagi (PG),$9.00,125 minutes,"The story is a romantic comedy revolving around three people, Sweety, Abhimanyu and Simran. Soundarya a.k.a Sweety – a 150-pound Witty, Messy, Lazy, Dreamer. Her mother’s only desire is to see her married off to an NRI and in the process is constantly trying to turn Sweety into something she isn’t. Sweety is stubborn in her thought “let my better half take me as a whole, instead of the half my mother insists me to become.”",Movies,Romantic Comedy,https://www.gv.com.sg/media/imagesresize/img4523.jpg
236,Sowkarpettai (PG13: Some Violence),$9.00,138 minutes,"Hero Vetri & Maya are introduced as Lovers and they dream about their marriage. Financier Godra Settu from Sowcarpettai, used to receive multiple interest for amounts given to the customers. He murders Vetri’s family in order to take away their properties. The mysterious powers of Vetri & Maya longs to take revenge on Settu. Meanwhile the Mysterious powers takes away the lives of two of the Settu’s sons. Settu begins to fear for his life. Sakthi ,an agony possesses very strong magical powers wanted Maya by destroying Sakthi. And hence war begins between Sakthi & Vetri. Because of Agori’s magical power, both Vetri & Maya’s mysterical powers loses its efficiency, meanwhile sakthi loses the family’s strength. Same time Vetri family’s initial root Vadivukkarasi appears as a prophet.",Movies,Horror,https://www.gv.com.sg/media/imagesresize/img4524.jpg
237,Bridge Of Spies (PG13: Some Coarse Language),$9.00,142 minutes,"A dramatic thriller set against the backdrop of a series of historic events, DreamWorks Pictures/Fox 2000 Pictures’ “Bridge of Spies” tells the story of James Donovan, a Brooklyn lawyer who finds himself thrust into the center of the Cold War when the CIA sends him on the near-impossible task to negotiate the release of a captured American U-2 pilot.",Movies,Thriller,https://www.gv.com.sg/media/imagesresize/img5505.jpg
238,Goosebumps (PG: Frightening Scenes),$9.00,103 minutes,"Upset about moving from a big city to a small town, teenager Zach Cooper (Dylan Minnette) finds a silver lining when he meets the beautiful girl, Hannah (Odeya Rush), living right next door. But every silver lining has a cloud, and Zach's comes when he learns that Hannah has a mysterious dad who is revealed to be R. L. Stine (Jack Black), the author of the bestselling Goosebumps series. It turns out that there is a reason why Stine is so strange... he is a prisoner of his own imagination - the monsters that his books made famous are real, and Stine protects his readers by keeping them locked up in their books. When Zach unintentionally unleashes the monsters from their manuscripts and they begin to terrorize the town, it's suddenly up to Stine, Zach, and Hannah to get all of them back in the books where they belong. Note: Scholastic has sold over 400 million Goosebumps books worldwide in 32 languages since the series introduction in 1992, earning critical acclaim and dominating global best seller lists. R.L. Stine has been recognized as one of the bestselling children's authors in history.",Movies,Action/ Comedy,https://www.gv.com.sg/media/imagesresize/img5506.jpg
239,Spectre (PG13: Some Violence),$9.00,148 minutes,"In SPECTRE, a cryptic message from Bond’s past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE.",Movies,Action Adventure,https://www.gv.com.sg/media/imagesresize/img5507.jpg
240,(Atmos) Maze Runner: The Scorch Trials (PG: Some Violence),$9.00,132 minutes,"In this next chapter of the epic ""Maze Runner"" saga, Thomas (Dylan O'Brien) and his fellow Gladers face their greatest challenge yet: searching for clues about the mysterious and powerful organization known as WCKD. Their journey takes them to the Scorch, a desolate landscape filled with unimaginable obstacles. Teaming up with resistance fighters, the Gladers take on WCKD's vastly superior forces and uncover its shocking plans for them all.",Movies,Sci-Fiction,http://media.gv.com.sg/imagesresize/img5412.jpg
241,Scouts Guide To The Zombie Apocalypse (M18: Nudity & Violence),$9.00,132 minutes,"Three scouts and lifelong friends join forces with one badass cocktail waitress to become the world’s most unlikely team of heroes. When their peaceful town is ravaged by a zombie invasion, they’ll fight for the badge of a lifetime and put their scouting skills to the test to save mankind from the undead.",Movies,Comedy/Horror,https://www.gv.com.sg/media/imagesresize/img5509.jpg
242,The Hunger Games: Mockingjay Part 2 (PG13: Some Violence),$9.00,136 minutes,"The Hunger Games: Mockingjay - Part 2 brings the franchise to its powerful final chapter, in which Katniss Everdeen (Jennifer Lawrence) realizes the stakes are no longer just for survival—they are for the future.",Movies,Action/ Adventure,http://media.gv.com.sg/imagesresize/img5511.jpg
243,Molly Moon And The Incredible Book Of Hypnotism (PG),$9.00,98 minutes,"Orphan, Molly Moon, lives a hard life in a cold, run down orphanage, run by Miss Adderstone, a woman of cruel rules.",Movies,Fantasy,http://media.gv.com.sg/imagesresize/img5512.jpg
244,The Last Witch Hunter (PG13: Some Violence),$9.00,107 minutes,The last witch hunter (Vin Diesel) is all that stands between humanity and the combined forces of the most horrifying witches in history.,Movies,Action/ Adventure,http://media.gv.com.sg/imagesresize/img5513.jpg
245,(Eng Sub) Maze Runner: The Scorch Trials (PG: Some Violence),$9.00,132 minutes,"In this next chapter of the epic ""Maze Runner"" saga, Thomas (Dylan O'Brien) and his fellow Gladers face their greatest challenge yet: searching for clues about the mysterious and powerful organization known as WCKD. Their journey takes them to the Scorch, a desolate landscape filled with unimaginable obstacles. Teaming up with resistance fighters, the Gladers take on WCKD's vastly superior forces and uncover its shocking plans for them all.",Movies,Sci-Fiction,http://media.gv.com.sg/imagesresize/img5412.jpg
246,(Eng Sub) The Martian (PG13: Some Coarse Language & Disturbing Scenes),$9.00,142 minutes,"During a manned mission to Mars, Astronaut Mark Watney (Matt Damon) is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive. Millions of miles away, NASA and a team of international scientists work tirelessly to bring “the Martian” home, while his crewmates concurrently plot a daring, if not impossible rescue mission. As these stories of incredible bravery unfold, the world comes together to root for Watney’s safe return. Based on a best-selling novel, and helmed by master director Ridley Scott, THE MARTIAN features a star studded cast that includes Jessica Chastain, Kristen Wiig, Kate Mara, Michael Peña, Jeff Daniels, Chiwetel Ejiofor, and Donald Glover.",Movies,Action/ Adventure,https://www.gv.com.sg/media/imagesresize/img5485.jpg
247,The 33 (PG: Some Violence),$9.00,126 minutes,"In 2010, the eyes of the world turned to Chile, where 33 miners had been buried alive by the catastrophic explosion and collapse of a 100-year-old gold and copper mine. Over the next 69 days, an international team worked night and day in a desperate attempt to rescue the trapped men as their families and friends, as well as millions of people globally, waited and watched anxiously for any sign of hope. But 200 stories beneath the surface, in the suffocating heat and with tensions rising, provisions—and time—were quickly running out. A story of resilience, personal transformation and triumph of the human spirit, the film takes us to the Earth’s darkest depths, revealing the psyches of the men trapped in the mine, and depicting the courage of both the miners and their families who refused to give up. Based on the gripping true story of survival—and filmed with the cooperation of the miners, their families and their rescuers—“The 33” reveals the never-before-seen actual events that unfolded, above and below ground, which became nothing less than a worldwide phenomenon.",Movies,Drama,https://www.gv.com.sg/media/imagesresize/img5516.jpg
248,The Good Dinosaur (PG),$9.00,101 minutes,"""The Good Dinosaur"" asks the question: What if the asteroid that forever changed life on Earth missed the planet completely and giant dinosaurs never became extinct? Pixar Animation Studios takes you on an epic journey into the world of dinosaurs where an Apatosaurus named Arlo makes an unlikely human friend. While traveling through a harsh and mysterious landscape, Arlo learns the power of confronting his fears and discovers what he is truly capable of.",Movies,Animation,https://www.gv.com.sg/media/imagesresize/img5517.jpg
249,Snoopy And Charlie Brown: The Peanuts Movie (G),$9.00,93 minutes,"Charlie Brown, Snoopy, Lucy, Linus and the rest of the beloved “Peanuts” gang make their big-screen debut, like they’ve never been seen before, in state-of-the-art 3D animation. Snoopy, the world’s most lovable beagle—and flying ace—embarks upon his greatest mission as he takes to the skies to pursue his arch-nemesis The Red Baron, while his best pal, Charlie Brown, begins his own epic quest. From the imagination of Charles M. Schulz and the creators of the ICE AGE films, THE PEANUTS MOVIE will prove that every underdog has his day.",Movies,Animation,https://www.gv.com.sg/media/imagesresize/img5518a.jpg
250,Star Wars: The Force Awakens (PG: Some Violence),$9.00,136 minutes,"Star Wars: The Force Awakens is directed by J.J. Abrams from a screenplay by Lawrence Kasdan & Abrams, and features a cast including actors John Boyega, Daisy Ridley, Adam Driver, Oscar Isaac, Andy Serkis, Academy Award winner Lupita Nyong’o, Gwendoline Christie, Crystal Clarke, Pip Andersen, Domhnall Gleeson, and Max von Sydow. They will join the original stars of the saga, Harrison Ford, Carrie Fisher, Mark Hamill, Anthony Daniels, Peter Mayhew, and Kenny Baker. The film is being produced by Kathleen Kennedy, J.J. Abrams, and Bryan Burk, and John Williams returns as the composer. Star Wars: The Force Awakens is Episode VII in the Star Wars Saga.",Movies,Action/ Adventure,https://www.gv.com.sg/media/imagesresize/img5519a.jpg
251,(3D) Hotel Transylvania 2 (PG),$11.00,89 minutes,"The Drac pack is back for an all-new monster comedy adventure in Sony Pictures Animation's Hotel Transylvania 2! Everything seems to be changing for the better at Hotel Transylvania... Dracula’s rigid monster-only hotel policy has finally relaxed, opening up its doors to human guests. But behind closed coffins, Drac is worried that his adorable half-human, half-vampire grandson, Dennis, isn’t showing signs of being a vampire. So while Mavis is busy visiting her human in-laws with Johnny—and in for a major cultural shock of her own—“Vampa” Drac enlists his friends Frank, Murray, Wayne and Griffin to put Dennis through a “monster-in-training” boot camp. But little do they know that Drac’s grumpy and very old, old, old school dad Vlad is about to pay a family visit to the hotel. And when Vlad finds out that his great-grandson is not a pure blood—and humans are now welcome at Hotel Transylvania—things are going to get batty!",Movies,Animation,http://media.gv.com.sg/imagesresize/img5413.jpg
252,(D-Box) Hotel Transylvania 2 (PG),$9.00,89 minutes,"The Drac pack is back for an all-new monster comedy adventure in Sony Pictures Animation's Hotel Transylvania 2! Everything seems to be changing for the better at Hotel Transylvania... Dracula’s rigid monster-only hotel policy has finally relaxed, opening up its doors to human guests. But behind closed coffins, Drac is worried that his adorable half-human, half-vampire grandson, Dennis, isn’t showing signs of being a vampire. So while Mavis is busy visiting her human in-laws with Johnny—and in for a major cultural shock of her own—“Vampa” Drac enlists his friends Frank, Murray, Wayne and Griffin to put Dennis through a “monster-in-training” boot camp. But little do they know that Drac’s grumpy and very old, old, old school dad Vlad is about to pay a family visit to the hotel. And when Vlad finds out that his great-grandson is not a pure blood—and humans are now welcome at Hotel Transylvania—things are going to get batty!",Movies,Animation,http://media.gv.com.sg/imagesresize/img5413.jpg
253,(Atmos) Everest (PG: Some Intense Sequences),$9.00,122 minutes,"2 Guns helmer Baltasar Kormakur directs Jake Gyllenhaal, Josh Brolin, Jason Clarke, and John Hawkes in this adventure docudrama set in 1996, when a number of simultaneous expeditions up Mount Everest resulted in the deaths of eight climbers",Movies,Drama/ Thriller,http://media.gv.com.sg/imagesresize/img5438.jpg
254,(Eng Sub) Everest (PG: Some Intense Sequences),$9.00,122 minutes,"2 Guns helmer Baltasar Kormakur directs Jake Gyllenhaal, Josh Brolin, Jason Clarke, and John Hawkes in this adventure docudrama set in 1996, when a number of simultaneous expeditions up Mount Everest resulted in the deaths of eight climbers",Movies,Drama/ Thriller,http://media.gv.com.sg/imagesresize/img5438.jpg
255,(3D) Pan (PG: Some Frightening Scenes & Violence),$11.00,112 minutes,"Offering a new take on the origin of the classic characters created by J.M. Barrie, the action adventure follows the story of an orphan who is spirited away to the magical Neverland. There, he finds both fun and dangers, and ultimately discovers his destiny—to become the hero who will be forever known as Peter Pan.",Movies,Adventure/ Fantasy,http://media.gv.com.sg/imagesresize/img5410.jpg
256,(3D) Alita: Battle Angel (PG13: Some Violence),$11.00,122 minutes,"Visionary filmmakers James Cameron (AVATAR) and Robert Rodriguez (SIN CITY) create a groundbreaking new heroine in ALITA: BATTLE ANGEL, an action-packed story of hope, love and empowerment. Set several centuries in the future, the abandoned Alita (Rosa Salazar) is found in the scrapyard of Iron City by Ido (Christoph Waltz), a compassionate cyber-doctor who takes the unconscious cyborg Alita to his clinic. When Alita awakens she has no memory of who she is, nor does she have any recognition of the world she finds herself in. Everything is new to Alita, every experience a first. As she learns to navigate her new life and the treacherous streets of Iron City, Ido tries to shield Alita from her mysterious past while her street-smart new friend, Hugo (Keean Johnson), offers instead to help trigger her memories. A growing affection develops between the two until deadly forces come after Alita and threaten her newfound relationships. It is then that Alita discovers she has extraordinary fighting abilities that could be used to save the friends and family she’s grown to love. Determined to uncover the truth behind her origin, Alita sets out on a journey that will lead her to take on the injustices of this dark, corrupt world, and discover that one young woman can change the world in which she lives.",Movies,Action/ Adventure,https://www.gv.com.sg/media/imagesresize/img6446.jpg
257,(Atmos) Alita: Battle Angel (PG13: Some Violence),$9.00,122 minutes,"Visionary filmmakers James Cameron (AVATAR) and Robert Rodriguez (SIN CITY) create a groundbreaking new heroine in ALITA: BATTLE ANGEL, an action-packed story of hope, love and empowerment. Set several centuries in the future, the abandoned Alita (Rosa Salazar) is found in the scrapyard of Iron City by Ido (Christoph Waltz), a compassionate cyber-doctor who takes the unconscious cyborg Alita to his clinic. When Alita awakens she has no memory of who she is, nor does she have any recognition of the world she finds herself in. Everything is new to Alita, every experience a first. As she learns to navigate her new life and the treacherous streets of Iron City, Ido tries to shield Alita from her mysterious past while her street-smart new friend, Hugo (Keean Johnson), offers instead to help trigger her memories. A growing affection develops between the two until deadly forces come after Alita and threaten her newfound relationships. It is then that Alita discovers she has extraordinary fighting abilities that could be used to save the friends and family she’s grown to love. Determined to uncover the truth behind her origin, Alita sets out on a journey that will lead her to take on the injustices of this dark, corrupt world, and discover that one young woman can change the world in which she lives.",Movies,Action/ Adventure,https://www.gv.com.sg/media/imagesresize/img6446.jpg
258,(D-Box) Alita: Battle Angel (PG13: Some Violence),$9.00,122 minutes,"Visionary filmmakers James Cameron (AVATAR) and Robert Rodriguez (SIN CITY) create a groundbreaking new heroine in ALITA: BATTLE ANGEL, an action-packed story of hope, love and empowerment. Set several centuries in the future, the abandoned Alita (Rosa Salazar) is found in the scrapyard of Iron City by Ido (Christoph Waltz), a compassionate cyber-doctor who takes the unconscious cyborg Alita to his clinic. When Alita awakens she has no memory of who she is, nor does she have any recognition of the world she finds herself in. Everything is new to Alita, every experience a first. As she learns to navigate her new life and the treacherous streets of Iron City, Ido tries to shield Alita from her mysterious past while her street-smart new friend, Hugo (Keean Johnson), offers instead to help trigger her memories. A growing affection develops between the two until deadly forces come after Alita and threaten her newfound relationships. It is then that Alita discovers she has extraordinary fighting abilities that could be used to save the friends and family she’s grown to love. Determined to uncover the truth behind her origin, Alita sets out on a journey that will lead her to take on the injustices of this dark, corrupt world, and discover that one young woman can change the world in which she lives.",Movies,Action Adventure,https://www.gv.com.sg/media/imagesresize/img6446.jpg
259,(Eng Sub) The Lego Movie 2: The Second Part (PG),$9.00,107 minutes,"The much-anticipated sequel to the critically acclaimed, global box office phenomenon that started it all, “The LEGO® Movie 2: The Second Part,” reunites the heroes of Bricksburg in an all new action-packed adventure to save their beloved city. It’s been five years since everything was awesome and the citizens are facing a huge new threat: LEGO DUPLO® invaders from outer space, wrecking everything faster than they can rebuild. The battle to defeat them and restore harmony to the LEGO universe will take Emmet, Lucy, Batman and their friends to faraway, unexplored worlds, including a strange galaxy where everything is a musical. It will test their courage, creativity and Master Building skills, and reveal just how special they really are.",Movies,Animation,https://www.gv.com.sg/media/imagesresize/img6447.jpg
260,(3D) The Lego Movie 2: The Second Part (PG),$11.00,107 minutes,"The much-anticipated sequel to the critically acclaimed, global box office phenomenon that started it all, “The LEGO® Movie 2: The Second Part,” reunites the heroes of Bricksburg in an all new action-packed adventure to save their beloved city. It’s been five years since everything was awesome and the citizens are facing a huge new threat: LEGO DUPLO® invaders from outer space, wrecking everything faster than they can rebuild. The battle to defeat them and restore harmony to the LEGO universe will take Emmet, Lucy, Batman and their friends to faraway, unexplored worlds, including a strange galaxy where everything is a musical. It will test their courage, creativity and Master Building skills, and reveal just how special they really are.",Movies,Animation,https://www.gv.com.sg/media/imagesresize/img6447.jpg
261,Cold Pursuit (NC16: Violence & Some Drug References),$9.00,118 minutes,"COLD PURSUIT, an action thriller infused with irreverent humor, stars Liam Neeson as Nels Coxman, a family man whose quiet life with his wife (Laura Dern) is upended following the mysterious death of their son. Nels’ search for justice turns into a vengeful hunt for Viking (Tom Bateman), a drug lord he believes is connected to the death. As one by one each of Viking’s associates “disappear,” Nels goes from upstanding citizen to ice-cold vigilante, letting nothing — and no one — get in his way.",Movies,Action/ Adventure,https://www.gv.com.sg/media/imagesresize/img6510.jpg
262,The Curse Of The Weeping Woman (NC16: Horror),$9.00,93 minutes,"La Llorona. The Weeping Woman. A horrifying apparition, caught between Heaven and Hell, trapped in a terrible fate sealed by her own hand. The mere mention of her name has struck terror around the world for generations. In life, she drowned her children in a jealous rage, throwing herself in the churning river after them as she wept in pain. Now her tears are eternal. They are lethal, and those who hear her death call in the night are doomed. La Llorona creeps in the shadows and preys on the children, desperate to replace her own. As the centuries have passed, her desire has grown more voracious…and her methods more terrifying.",Movies,Horror/ Thriller,https://www.gv.com.sg/media/imagesresize/img6511.jpg
263,Marvel Studio's Avengers: Endgame (PG13: Some Violence),$9.00,181 minutes,"The grave course of events set in motion by Thanos that wiped out half the universe and fractured the Avengers ranks compels the remaining Avengers to take one final stand in Marvel Studios’ grand conclusion to twenty-two films, “Avengers: Endgame.”",Movies,Action/ Adventure,https://www.gv.com.sg/media/imagesresize/img6512.jpg
264,Little (Rating to be Advised),$9.00,181 minutes,"Regina Hall (""Girls Trip"") and Marsai Martin (""Black-ish"") both star as Jordan Sanders — Hall as the take-no-prisoners tech mogul Jordan and Martin as the 13-year-old version of her who wakes up in her adult self’s penthouse just before a do-or-die presentation. Issa Rae (""Insecure"") plays Jordan’s long-suffering assistant April, the only one in on the secret that her daily tormentor is now trapped in an awkward tween body just as everything is on the line. ""Little"" is an irreverent new comedy about the price of success, the power of sisterhood and having a second chance to grow up — and glow up — right.",Movies,Comedy,https://www.gv.com.sg/media/imagesresize/img6513.jpg
265,Pokemon Detective Pikachu (PG: Some Intense Sequences),$9.00,105 minutes,"The story begins when ace detective Harry Goodman goes mysteriously missing, prompting his 21-year-old son Tim to find out what happened. Aiding in the investigation is Harry’s former Pokémon partner, Detective Pikachu: a hilariously wise-cracking, adorable super-sleuth who is a puzzlement even to himself. Finding that they are uniquely equipped to communicate with one another, Tim and Pikachu join forces on a thrilling adventure to unravel the tangled mystery. Chasing clues together through the neon-lit streets of Ryme City—a sprawling, modern metropolis where humans and Pokémon live side by side in a hyper-realistic live-action world—they encounter a diverse cast of Pokémon characters and uncover a shocking plot that could destroy this peaceful co-existence and threaten the whole Pokémon universe.",Movies,Adventure/ Fantasy,https://www.gv.com.sg/media/imagesresize/img6514.jpg
266,John Wick: Chapter 3 (M18: Violence),$9.00,131 minutes,"In this third installment of the adrenaline-fueled action franchise, super-assassin John Wick (Keanu Reeves) returns with a $14 million price tag on his head and an army of bounty-hunting killers on his trail. After killing a member of the shadowy international assassin’s guild, the High Table, John Wick is excommunicado, but the world’s most ruthless hit men and women await his every turn.",Movies,Action/ Adventure,https://www.gv.com.sg/media/imagesresize/img6515.jpg
267,Disney's Aladdin (PG),$9.00,128 minutes,"A thrilling and vibrant live-action adaptation of Disney’s animated classic, “Aladdin” is the exciting tale of the charming street rat Aladdin, the courageous and self-determined Princess Jasmine and the Genie who may be the key to their future. Directed by Guy Ritchie (“Sherlock Holmes,” “The Man from U.N.C.L.E.”), who brings his singular flair for fast-paced, visceral action to the fictitious port city of Agrabah, “Aladdin” is written by John August (“Dark Shadows,” “Big Fish”) and Ritchie based on Disney’s “Aladdin.” The film stars Will Smith (“Ali,” “Men in Black”) as the larger-than-life Genie; Mena Massoud (“Tom Clancy’s Jack Ryan”) as the charming scoundrel Aladdin; Naomi Scott (“Power Rangers”) as Jasmine, the beautiful, self-determined princess; Marwan Kenzari (“Murder on the Orient Express”) as Jafar, the powerful sorcerer; Navid Negahban (“Legion”) as the Sultan concerned with his daughter’s future; Nasim Pedrad (“Saturday Night Live”) as Dalia, Princess Jasmine’s free-spirited best friend and confidante; Billy Magnussen (“Into the Woods”) as the handsome and arrogant suitor Prince Anders; and Numan Acar (“The Great Wall”) as Hakim, Jafar’s right-hand man and captain of the palace guards.",Movies,Action/ Adventure,https://www.gv.com.sg/media/imagesresize/img6516.jpg
268,Destroyer (M18: Sexual Scene & Coarse Language),$9.00,121 minutes,"Destroyer follows the moral and existential odyssey of LAPD detective Erin Bell who, as a young cop, was placed undercover with a gang in the California desert with tragic results.. When the leader of that gang re-emerges many years later, she must work her way back through the remaining members and into her own history with them to finally reckon with the demons that destroyed her past.",Movies,Action/ Drama,https://www.gv.com.sg/media/imagesresize/img6517.jpg
269,Breakthrough (PG: Some Disturbing Scenes),$9.00,117 minutes,"BREAKTHROUGH is based on the inspirational true story of one mother's unfaltering love in the face of impossible odds. When Joyce Smith's adopted son John falls through an icy Missouri lake, all hope seems lost. But as John lies lifeless, Joyce refuses to give up. Her steadfast belief inspires those around her to continue to pray for John's recovery, even in the face of every case history and scientific prediction. From producer DeVon Franklin (Miracles From Heaven) and adapted for the screen by Grant Nieporte (Seven Pounds) from Joyce Smith's own book, BREAKTHROUGH is an enthralling reminder that faith and love can create a mountain of hope, and sometimes even a miracle.",Movies,Drama,https://www.gv.com.sg/media/imagesresize/img6518.jpg
270,Godzilla II King Of The Monsters (PG13: Some Intense Sequences),$9.00,132 minutes,"The new story follows the heroic efforts of the crypto-zoological agency Monarch as its members face off against a battery of god-sized monsters, including the mighty Godzilla, who collides with Mothra, Rodan, and his ultimate nemesis, the three-headed King Ghidorah. When these ancient super-species – thought to be mere myths – rise again, they all vie for supremacy, leaving humanity's very existence hanging in the balance.",Movies,Action/ Adventure,https://www.gv.com.sg/media/imagesresize/img6519.jpg
271,The Secret Life Of Pets 2 (PG),$9.00,86 minutes,"The Secret Life of Pets 2 will follow summer 2016’s blockbuster about the lives our pets lead after we leave for work or school each day. Illumination founder and CEO Chris Meledandri and his longtime collaborator Janet Healy will produce the sequel to the comedy that had the best opening ever for an original film, animated or otherwise. The Secret Life of Pets 2 will see the return of writer Brian Lynch (Minions) and once again be directed by Chris Renaud (Despicable Me series, Dr. Seuss’ The Lorax).",Movies,Animation,https://www.gv.com.sg/media/imagesresize/img6520.jpg
272,The Intruder (PG13: Scene Of Intimacy & Violence),$9.00,102 minutes,"When a young married couple (Michael Ealy and Meagan Good) buys their dream house in the Napa Valley, they think they have found the perfect home to take their next steps as a family. But when the strangely attached seller (Dennis Quaid) continues to infiltrate their lives, they begin to suspect that he has hidden motives beyond a quick sale.",Movies,Thriller,https://www.gv.com.sg/media/imagesresize/img6521.jpg
273,Gold Class Awards Screening: Bohemain Rhapsody (M18: Some Mature Content),$9.00,136 minutes,"This award season, we bring to you our best picks at Gold Class®!",Movies,Drama/ Musical,https://www.gv.com.sg/media/imagesresize/img6522.jpg
274,Gold Class Awards Screening: A Star Is Born (M18: Sexual Scene And Nudity),$9.00,136 minutes,"This award season, we bring to you our best picks at Gold Class®!",Movies,Romance/ Musical,https://www.gv.com.sg/media/imagesresize/img6523.jpg
275,Gold Class Awards Screening: Green Book (PG13: Some Coarse Language),$9.00,130 minutes,"This award season, we bring to you our best picks at Gold Class®!",Movies,Drama,https://www.gv.com.sg/media/imagesresize/img6524.jpg
276,Fans Screening: BanG Dream! Film Live (PG),$9.00,75 minutes,"The first film adaptation of popular mobile game, BanG Dream! Girls Band Party, will bring the five bands of the franchise together into a most highly-anticipated concert.",Movies,Animation,https://www.gv.com.sg/media/imagesresize/img7155.jpg
277,Bang Dream! Film Live (PG),$9.00,75 minutes,"The first film adaptation of popular mobile game, BanG Dream! Girls Band Party, will bring the five bands of the franchise together into a most highly-anticipated concert.",Movies,Animation,https://www.gv.com.sg/media/imagesresize/img7156.jpg
278,Fans' Screening: Kamen Rider Zi-O Over Quartzer (PG),$9.00,67 minutes,"For all who are waiting for Kamen Rider Zi-O Over Quartzer, the wait is finally over!",Movies,Action Adventure,https://www.gv.com.sg/media/imagesresize/img7157.jpg
279,Kamen Rider Zi-O Over Quartzer (PG),$9.00,67 minutes,"Sougo Tokiwa and his friends end up in 16th century Japanese during the legendary battle between Oda Nobunaga and Takeda Katsuyori after being approached by Go Shijima and Krim Steinbelt to prevent the latter's ancestor from being killed by a group of time traveling observers known as the ""Quartzers"", who seek to erase Kamen Rider Drive from history. As Woz reveals himself to be a member of Quartzers, the truth behind Oma Zi-O is finally revealed.",Movies,Action/ Adventure,https://www.gv.com.sg/media/imagesresize/img7158.jpg
280,Fans' Screening: Love Live! Series Nijigasaki High School Idol Club First Live “with You” (PG),$9.00,240 minutes,"Catch the 9 new LoveLive! idols' performance at their first concert, LoveLive! Nijigasaki High School Idol Club First Live ""with You"" that was held at Musashino Forest Sports Plaza's Main Arena in Tokyo on 14 December 2019.",Movies,Concert,https://www.gv.com.sg/media/imagesresize/img7159.jpg
281,Saekano The Movie Finale (PG13: Some Sexual Scenes),$9.00,115 minutes,"One spring day, Tomoya Aki hits upon the idea of creating a doujin video game with Megumi Kato, a girl he met under the cherry blossoms, as the main heroine. Tomoya forms a development team called blessing software with Eriri Spencer Sawamura, an art club member and doujin illustrator, and Utaha Kasumigaoka, an honors student and successful light novelist. After various setbacks, the team finally announces its first work… Later, Eriri and Utaha leave the group to join popular creator Akane Kosaka in developing a major game called Fields Chronicle. Tomoya, the face of blessing software, continues the group’s activities with Megumi as his deputy. Together they begin developing a new work. Younger student Izumi Hashima is tapped as the illustrator, while her older brother, Iori, is approached to be the game’s producer. Along with Michiru Hyodo and her band icy tail., Tomoya and Megumi proceed with the development of their new game, but trouble is brewing… What will become of Eriri and Utaha’s major work? Will the relationship between Tomoya and Megumi change? And what will be the ultimate fate of blessing software’s new game?",Movies,Animation,https://www.gv.com.sg/media/imagesresize/img7160.jpg
282,Konosuba: God's Blessing On This Wonderful World! (NC16: Some Sexual References),$9.00,90 minutes,"Satou Kazuma's life should've ended when he was hit by a truck, but through a twist in fate, he ends up reincarnating in another world--and dragging the goddess, Aqua, along with him. When it turns out that the Crimson Demon village is facing a threat that could mean it's ending. Kazuma and his gang follow Yunyun, intent on saving the village... when they are faced with their greatest threat yet!",Movies,Animation,https://www.gv.com.sg/media/imagesresize/img7161.jpg
283,Fans' Screening Day 1: Love Live! Series 9th Anniversary LOVE LIVE! FEST (PG),$9.00,195 minutes,Celebrate LOVE LIVE! 9th Anniversary and catch all your favourite LOVE LIVE! Idols at the “LOVE LIVE! FEST” concert!,Movies,Concerts,https://www.gv.com.sg/media/imagesresize/img7162.jpg
284,Fans' Screening Day 2: Love Live! Series 9th Anniversary LOVE LIVE! FEST (PG),$9.00,206 minutes,Celebrate LOVE LIVE! 9th Anniversary and catch all your favourite LOVE LIVE! Idols at the “LOVE LIVE! FEST” concert!,Movies,Concerts,https://www.gv.com.sg/media/imagesresize/img7163.jpg
285,FANS SCREENING DAY 1 BUNDLE B LOVE LIVE! SERIES (PG),$9.00,206 minutes,Celebrate LOVE LIVE! 9th Anniversary and catch all your favourite LOVE LIVE! Idols at the “LOVE LIVE! FEST” concert!,Movies,Concerts,https://media.gv.com.sg/imagesresize/img7164.jpg
